id,companyId,employeeId,mesReferencia,periodId,valorHora,cargaHorariaDiaria,diasUteisNoMes,salarioBrutoMes,horasExtrasValor,adicionaisValor,adicionaisDetalhes,totalProventos,descontoAdiantamento,descontoFaltas,descontoFaltasQtd,descontoAtrasos,descontoAtrasosMinutos,descontoVrFaltas,descontoVtFaltas,descontoPensao,descontoInss,descontoIrrf,descontoFgts,descontoEpi,descontoOutros,descontoOutrosDetalhes,totalDescontos,acertoEscuroValor,acertoEscuroDetalhes,salarioLiquido,status,dataPagamento,dataPagamentoPrevista,consolidadoPor,consolidadoEm,bancoDestino,observacoes,createdAt,updatedAt,vaValor,vtValor,vrValor,seguroVidaValor,contribSindicalValor,fgtsValor,inssValor,dissidioValor,convencaoValor,ddsValor,rateioPorObra
439,60002,420102,2026-01,,"10,50",8,27,2268.00,0.00,0,,2268.00,907.20,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,181.44,0,0,,907.20,0.00,[],1360.80,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,181.44,0.00,0,0,0,[]
440,60002,420103,2026-01,,"10,50",8,27,2268.00,0.00,0,,2268.00,907.20,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,181.44,0,0,,907.20,0.00,[],1360.80,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,181.44,0.00,0,0,0,[]
441,60002,420104,2026-01,,"10,50",8,27,2268.00,0.00,0,,2268.00,907.20,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,181.44,0,0,,907.20,0.00,[],1360.80,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,181.44,0.00,0,0,0,[]
442,60002,420105,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
443,60002,420106,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
444,60002,420107,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
445,60002,420109,2026-01,,"25,88",8,27,5590.08,0.00,0,,5590.08,2236.03,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,447.21,0,0,,2236.03,0.00,[],3354.05,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,447.21,0.00,0,0,0,[]
446,60002,420110,2026-01,,"7,55",8,27,1630.80,0.00,0,,1630.80,652.32,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,130.46,0,0,,652.32,0.00,[],978.48,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,130.46,0.00,0,0,0,[]
447,60002,420111,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
448,60002,420112,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
449,60002,420113,2026-01,,"15,35",8,27,3315.60,0.00,0,,3315.60,1326.24,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,265.25,0,0,,1326.24,0.00,[],1989.36,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,265.25,0.00,0,0,0,[]
450,60002,420114,2026-01,,"11,81",8,27,2550.96,0.00,0,,2550.96,1020.38,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,204.08,0,0,,1020.38,0.00,[],1530.58,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,204.08,0.00,0,0,0,[]
451,60002,420115,2026-01,,"12,61",8,27,2723.76,0.00,0,,2723.76,1089.50,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,217.90,0,0,,1089.50,0.00,[],1634.26,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,217.90,0.00,0,0,0,[]
452,60002,420116,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
453,60002,420117,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
454,60002,420118,2026-01,,"12,61",8,27,2723.76,0.00,0,,2723.76,1089.50,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,217.90,0,0,,1089.50,0.00,[],1634.26,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,217.90,0.00,0,0,0,[]
455,60002,420120,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
