codigo_interno,nome,unidade,quantidade_atual,tipo_controle,categoria,empresa
MAT-2047,PONTEIRA MART 06/10 KG,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2048,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2049,GUARDA CORPO P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2050,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2051,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2052,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2053,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2054,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2055,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2056,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2057,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2058,"PAINEL FACHADEIRO 2,00X2,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2059,"PAINEL FACHADEIRO 2,00X2,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2060,"PRANCHAO 1,40X1,65 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2061,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2062,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2063,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2064,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2065,RODIZIOS BORRACHA GIRATORIOS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2066,"PAINEL FACHADEIRO 2,00X2,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2067,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2068,RODIZIOS BORRACHA GIRATORIOS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2069,SAPATA AJUSTAVEL,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2070,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2071,"PAINEL FACHADEIRO 2,00X2,00 C/ ESCADA",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2072,"PLATAFORMA P/ ANDAIME 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2073,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2074,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2075,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2076,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2077,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2078,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2079,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2080,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2081,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2082,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2083,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2084,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2085,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2086,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2087,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2088,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2089,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2090,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2091,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2092,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2093,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2094,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2095,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2096,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2097,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2098,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2099,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2100,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2101,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2102,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2103,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2104,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2105,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2106,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2107,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2108,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2109,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2110,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2111,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2112,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2113,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2114,RODAPE P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2115,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2116,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2117,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2118,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2119,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2120,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2121,"PLATAFORMA P/ ANDAIME 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2122,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2123,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2124,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2125,"PRANCHAO 1,40X1,65 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2126,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2127,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2128,VIGA PARA 3 MTS P/ BALANCINHO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2129,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2130,"DIAGONA IS 2,12",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2131,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2132,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2133,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2134,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2135,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2136,GUARDA CORPO P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2137,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2138,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2139,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2140,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2141,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2142,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2143,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2144,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2145,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2146,"PAINEL FACHADEIRO 2,00X2,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2147,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2148,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2149,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2150,GUARDA CORPO P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2151,"DIAGONA IS X 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2152,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2153,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2154,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2155,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2156,RODAPE P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2157,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2158,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2159,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2160,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2161,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2162,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2163,"PRANCHAO 1,40X1,65 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2164,"DIAGONA IS X 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2165,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2166,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2167,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2168,GUINCHO COLUNA - 000 A 200KG,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2169,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2170,"DIAGONA IS X 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2171,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2172,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2173,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2174,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2175,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2176,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2177,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2178,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2179,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2180,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2181,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2182,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2183,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2184,"PRANCHAO 1,40X1,65 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2185,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2186,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2187,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2188,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2189,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2190,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2191,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2192,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2193,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2194,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2195,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2196,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2197,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2198,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2199,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2200,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2201,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2202,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2203,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2204,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2205,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2206,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2207,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2208,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2209,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2210,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2211,SAPATA AJUSTAVEL,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2212,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2213,RODIZIOS BORRACHA GIRATORIOS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2214,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2215,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2216,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2217,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2218,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2219,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2220,GUARDA CORPO P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2221,"ANDAIME TUBULAR 1,00 X 1,00 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2222,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2223,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2224,"PAINEL FACHADEIRO 2,00X2,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2225,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2226,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2227,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2228,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2229,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2230,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2231,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2232,"PRANCHAO 1,40X1,65 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2233,"PAINEL FACHADEIRO 2,00X2,00 C/ ESCADA",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2234,GUARDA CORPO P/FACHADEIRO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2235,"DIAGONA IS X 2,00 FACHADEIRO",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2236,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2237,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2238,"PRANCHAO METALICO 1,50M X 0,37M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2239,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2240,SAPATAS AJUSTÁVEIS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2241,RODIZIOS BORRACHA GIRATORIOS,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2242,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2243,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-2244,"DIAGONA IS X 1,50 M",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
